nascetur ridiculus mus,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,13,52
integer,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",14,63
vestibulum proin eu,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,37,20
velit vivamus vel nulla eget,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,36,73
nec euismod scelerisque,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",24,84
massa quis augue luctus,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",9,98
id pretium iaculis diam erat,In congue. Etiam justo. Etiam pretium iaculis justo.,51,2
aliquet pulvinar sed nisl,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,29,48
pede,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",5,1
orci luctus,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1,40
in quam fringilla rhoncus,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",14,23
consequat dui nec,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",79,84
massa id,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",59,71
penatibus et magnis dis parturient,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",26,66
nec,In congue. Etiam justo. Etiam pretium iaculis justo.,70,55
sed sagittis nam,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,44,43
venenatis lacinia aenean sit amet,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",26,40
nunc nisl duis bibendum felis,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",80,40
pellentesque,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",57,55
est,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",40,68
maecenas tristique est,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,66,30
odio justo sollicitudin,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",51,61
ultrices,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,68,50
nisi volutpat eleifend,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",84,8
vel est donec,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4,65
donec diam neque,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,68,58
ipsum aliquam,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",33,64
quis,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,41,48
quis turpis eget,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,61,39
ante nulla justo aliquam quis,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",99,20
mattis odio donec vitae,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",28,79
magnis,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",13,79
morbi vel lectus,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2,15
et magnis dis parturient,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,20,60
nunc commodo placerat praesent blandit,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",44,52
duis at velit eu est,Sed ante. Vivamus tortor. Duis mattis egestas metus.,51,29
neque,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,99,22
elementum,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,51,55
justo aliquam quis,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",54,99
vivamus,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",95,29
velit donec diam,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",91,66
semper interdum,Fusce consequat. Nulla nisl. Nunc nisl.,56,21
nibh,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",52,17
donec diam neque,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",85,86
diam,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,5,94
sit amet turpis elementum,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,50,38
et,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,95,82
eu,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",64,41
et ultrices posuere cubilia curae,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",45,51
ipsum primis in faucibus orci,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3,37
lacinia erat vestibulum sed magna,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",38,38
integer aliquet massa id,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",42,62
donec vitae nisi nam ultrices,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",48,99
fusce posuere felis sed,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,43,51
nibh in,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",95,97
etiam faucibus,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",86,68
eget elit sodales,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",41,32
cubilia curae mauris,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,99,81
malesuada,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,76,57
in est risus auctor,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,46,62
duis consequat dui nec,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",9,72
mus etiam vel,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",78,39
orci vehicula condimentum curabitur,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",82,45
non mi,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,78,79
lectus pellentesque,Sed ante. Vivamus tortor. Duis mattis egestas metus.,10,78
sapien varius,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",19,37
ipsum primis in faucibus,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,96,99
ultrices enim lorem ipsum dolor,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3,73
phasellus sit amet erat nulla,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,30,51
quis turpis,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",68,69
luctus,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",80,87
felis,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",85,98
massa tempor convallis nulla neque,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",68,7
in faucibus orci,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7,84
quam nec dui,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",90,30
eget,Sed ante. Vivamus tortor. Duis mattis egestas metus.,100,56
risus praesent lectus vestibulum quam,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,61,98
est congue elementum in hac,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",61,93
venenatis lacinia aenean,Phasellus in felis. Donec semper sapien a libero. Nam dui.,30,61
ipsum primis in,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,54,40
aliquet,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,10,45
turpis elementum ligula vehicula consequat,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",15,36
quam nec dui luctus,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",42,84
vestibulum ac est lacinia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",95,96
id,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",65,18
odio justo sollicitudin,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",71,91
ac est,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",21,16
at,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,95,37
vitae ipsum aliquam non,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",34,35
vestibulum aliquet ultrices erat tortor,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,70,67
eu orci mauris lacinia,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",47,24
praesent blandit nam nulla,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",62,43
semper rutrum nulla nunc purus,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,89,98
ut erat id mauris,Phasellus in felis. Donec semper sapien a libero. Nam dui.,10,28
ut blandit non interdum,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,67,36
potenti,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1,57
eros vestibulum ac,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,52,5
pede morbi porttitor,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",15,39
justo,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,8,55
felis fusce posuere,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",65,100
tempus sit,In congue. Etiam justo. Etiam pretium iaculis justo.,57,5
sit,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,97,75
duis bibendum,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",9,63
in hac habitasse,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,85,89
nibh in lectus pellentesque,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",68,16
odio curabitur convallis duis consequat,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,54,55
amet eleifend pede,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1,9
vestibulum,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,60,100
non ligula pellentesque ultrices,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,5,60
nulla sed vel enim,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,10,17
scelerisque,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",15,62
ut,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4,39
cum sociis natoque,Fusce consequat. Nulla nisl. Nunc nisl.,10,65
dui vel,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,41,77
amet nulla quisque arcu libero,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",64,96
sapien a libero nam dui,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,11,81
cum sociis natoque,Fusce consequat. Nulla nisl. Nunc nisl.,84,59
iaculis diam erat fermentum justo,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",100,21
amet consectetuer adipiscing,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",97,25
dolor,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",13,90
justo nec condimentum neque,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2,28
turpis donec posuere,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,66,75
tincidunt nulla mollis molestie,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,41,19
lectus,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",62,26
rutrum neque,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,22,47
vestibulum,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",76,98
est congue elementum in,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",75,21
quisque arcu libero rutrum,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",43,71
sapien quis,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,29,59
lobortis vel dapibus at,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",40,7
ante ipsum primis,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",92,14
sapien quis libero nullam,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,26,52
vitae quam suspendisse potenti nullam,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12,69
nisl duis bibendum felis sed,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",92,3
morbi non lectus aliquam,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,53,6
sapien ut nunc vestibulum ante,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",12,91
faucibus orci luctus,In congue. Etiam justo. Etiam pretium iaculis justo.,83,61
ultrices phasellus id sapien in,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,82,96
interdum mauris non,Fusce consequat. Nulla nisl. Nunc nisl.,69,96
neque aenean,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",24,54
amet eleifend,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",80,21
quis justo maecenas,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,85,39
maecenas tincidunt,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,71,60
habitasse platea dictumst,Sed ante. Vivamus tortor. Duis mattis egestas metus.,70,51
id justo sit amet sapien,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",72,8
maecenas tristique est,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",72,12
donec,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",47,4
in magna bibendum imperdiet,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",54,1
sagittis,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",93,35
in felis eu sapien,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",67,10
nonummy integer,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",17,6
elit sodales scelerisque mauris sit,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",87,32
amet,Fusce consequat. Nulla nisl. Nunc nisl.,67,51
sit amet,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,60,37
sit amet,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,32,32
sit amet eleifend pede libero,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",38,34
dui luctus rutrum nulla,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",79,81
posuere,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",63,60
massa quis,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",11,25
semper interdum mauris,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,26,79
ut nulla,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,48,13
vitae,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,73,95
ac diam,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2,58
ligula in lacus curabitur,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,97,71
proin eu mi nulla,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7,62
volutpat,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,5,65
eros viverra eget congue,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",98,18
mattis nibh ligula nec sem,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",38,90
ligula nec,Phasellus in felis. Donec semper sapien a libero. Nam dui.,14,70
in imperdiet et commodo,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,32,98
fusce lacus,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,82,20
consequat,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,32,53
mi integer ac neque,Sed ante. Vivamus tortor. Duis mattis egestas metus.,13,10
nibh in quis justo,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",97,69
fringilla rhoncus,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,77,34
massa id nisl venenatis lacinia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,12
eget congue eget semper,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",90,90
felis sed lacus morbi,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1,31
rutrum rutrum neque,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,17,8
ac consequat metus,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",42,99
varius integer ac,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",30,78
in,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",30,26
justo maecenas,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,43,73
volutpat sapien arcu sed augue,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,86,4
praesent blandit nam nulla,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",71,10
in blandit,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",12,65
ultrices libero non,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,60,42
potenti nullam porttitor lacus at,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",51,71
in blandit ultrices,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",99,96
